part_idx,cluster,certainty,trust,strategy,boss_value,boss_explanation,trust_value,trust_explanation,certainty_value,certainty_explanation
16,0,certain,medium,Try to gain their trust by directly delivering their package. ,2,The response does not mention concern about being late to work or upsetting their boss at all. The participant seems primarily focused on the other person's trust. I've given a low rating of 2 since the participant implicitly acknowledges there might be some cost to 'directly delivering' (which could make them late) but does not explicitly express concern about their boss's reaction.,9,"The participant explicitly states they want to 'gain their trust' which shows high concern for the other person's trust. The action of 'directly delivering their package' is specifically framed as a way to build trust, indicating that trust is the primary motivation for their decision. This strongly suggests they are considering the mood/trust of the other person as a central factor.",0,"There is no indication in the response that the participant considered the certainty of the other person's trust. They simply mention wanting to gain trust through direct delivery, but do not reference anything about whether the other person was certain or uncertain about their trustworthiness. The response shows no awareness of the certainty dimension represented by character color."
77,1,certain,medium,I would try to please them first then focus a bit more on work as their mood would not change as much,5,"The participant shows moderate concern for their work responsibilities, saying they would 'focus a bit more on work' after first trying to please the other person. This indicates they do consider their job obligations but prioritize the other person first, suggesting a balanced but not overwhelming concern about being late to work.",7,"The participant clearly prioritizes pleasing the other person first ('I would try to please them first'), indicating they place significant importance on the other person's mood/trust. This is their primary consideration before turning attention to work.",3,"There is some subtle indication they considered certainty in their comment 'their mood would not change as much,' which might refer to how certain the other person is about their feelings. However, this is not explicitly stated as a decision factor and could be interpreted in multiple ways, suggesting minimal consideration of certainty."
82,1,uncertain,medium,emotions changed when pleased,0,"The participant does not mention anything about being late to work, upsetting their boss, or considering their job responsibilities. Their very brief response only refers to emotions changing when pleased, with no reference to work concerns.",5,"The response 'emotions changed when pleased' suggests some awareness of the other person's mood/trust, as it acknowledges that emotions (likely the facial expressions in the study) changed based on being pleased. This indicates moderate consideration of the trust element, but the brevity makes it difficult to assess the depth of their reasoning.",0,"There is no mention or indication that the participant considered the certainty aspect (represented by character color) in their decision-making process. The response only refers to emotions changing, with no reference to certainty levels."
0,0,uncertain,medium,I wanted to cheer Y up,0,"The participant doesn't mention any concern about being late to work or upsetting their boss. Their response focuses solely on wanting to cheer up person Y, with no indication that workplace consequences were considered in their decision-making process.",8,"The response 'I wanted to cheer Y up' indicates a high level of concern for the other person's mood/trust. The participant's sole stated motivation was improving Y's emotional state, suggesting they were strongly influenced by Y's mood in making their decision.",0,"There is no mention or indication that the participant considered the certainty of the other person's trust in their decision-making process. The response only mentions wanting to cheer Y up, without any reference to how certain Y was in their feelings or expectations."
29,0,uncertain,medium,Same as before ,1,"The participant's response 'Same as before' provides minimal information but suggests they are maintaining their previous stance, which likely indicated very little concern about being late to work or upsetting their boss. Without specifics in this response, their consideration of work policy appears to be very low as they're simply continuing whatever approach they took previously.",1,"The 'Same as before' response doesn't specifically address trust considerations. Based on the lack of new information, it appears the participant is giving minimal consideration to the other person's mood/trust level when making their decision. They haven't explicitly mentioned considering the facial expression at all in this response.",0,"There is no evidence in this brief response that the participant is considering the certainty of the other person (represented by character color) in their decision-making process. The response 'Same as before' does not reference certainty considerations at all, suggesting they aren't factoring this into their current decision."
49,1,certain,medium,Needed to build trust,2,"The response does not mention any concern about being late to work or upsetting their boss. The focus is entirely on building trust with the other person, suggesting minimal consideration for workplace consequences.",9,"The response explicitly states they were motivated by a need to 'build trust,' indicating this was the primary factor in their decision. This suggests they highly valued the other person's trust/mood and made their decision specifically to improve or maintain this trust relationship.",0,There is no mention of considering the certainty of the other person in the decision-making process. The response only mentions building trust without any reference to how certain the other person was about their trust level.
85,0,certain,medium,I want to satisfy G,0,There is no explicit mention of the boss or work-related concerns in the response. The participant simply states they 'want to satisfy G' without any indication of considering consequences related to being late for work or upsetting their boss.,7,"The participant's statement 'I want to satisfy G' suggests they are primarily motivated by wanting to meet G's expectations or maintain G's trust. This indicates they care about G's mood/trust, though the brief response doesn't elaborate on specific feelings about trust or provide detailed reasoning.",0,There is no indication in this brief response that the participant considered G's certainty level in their decision-making process. They simply express a desire to satisfy G without referencing G's certainty or uncertainty about trust.
23,0,certain,medium,For the same reasons stated in the previous question.,0,"The response doesn't provide any information about caring about being late to work or upsetting their boss. The participant simply references previous reasoning without elaborating, so there's no evidence to score this dimension above zero.",0,"There is no explicit mention of the other person's mood or trust in this response. Without any specific reference to considering the other person's trust level, this dimension cannot be scored above zero.",0,The response does not contain any indication that the participant considered the certainty of the other person. The vague reference to 'previous reasons' provides no evidence that certainty was factored into their decision.
83,1,uncertain,medium,"I was unsure, sometimes preferring timeliness to work, and other times helping G",5,"The participant mentions 'sometimes preferring timeliness to work,' indicating they did care about not being late to work and potentially upsetting their boss. However, this concern seems to be balanced with helping G since they mention 'other times helping G.' This suggests a moderate level of concern about work obligations, with the participant weighing both options rather than consistently prioritizing one over the other.",5,"The participant mentions 'helping G' as an alternative to being on time for work, suggesting they did consider G's needs. However, they were 'unsure' and only 'sometimes' chose to help G, indicating that G's trust/mood was a factor in their decision but not always the deciding factor. The response doesn't explicitly mention considering G's trust or mood, but the fact that helping G was sometimes prioritized suggests moderate consideration.",0,"There is no explicit mention of considering G's certainty about their trust in the participant's response. The participant only mentions being unsure themselves about which action to take, but doesn't reference whether G's certainty about trust influenced their decision-making process. Without any indication that the character's color (representing certainty) was factored into their choices, this receives a zero rating."
14,1,immutable,medium,I would focus more on work because even if I did a couple good deeds he was not receptive so rather make the boss happy.,8,"The participant clearly prioritizes their job and making their boss happy over delivering the item. They explicitly mention wanting to 'make the boss happy' and focusing 'more on work,' showing strong concern about their work responsibilities.",4,"The participant acknowledges the other person's mood/trust by noting that 'he was not receptive,' suggesting they did observe and consider the trust factor. However, this consideration ultimately led them to deprioritize helping the other person, indicating moderate but not high concern for the other's trust level.",0,There is no evidence in the response that the participant considered the certainty of the other person. They mention the other person being 'not receptive' (referring to trust/mood) but make no reference to how certain or uncertain the other person was in their trust level.
56,1,certain,medium,Tried to please V because there is a slight chance of V changing mood.,0,"The participant's response does not indicate any concern about being late to work or upsetting their boss. There is no mention of work, the boss, or being late in their consideration.",8,"The participant explicitly states they 'tried to please V', indicating they were highly motivated by V's mood/trust. Their decision was primarily driven by wanting to make V happy, showing significant concern for V's emotional state.",6,"The participant mentions 'there is a slight chance of V changing mood', which indicates they are considering the uncertainty of V's state. They recognize that V's mood might change, suggesting they are factoring in the certainty element, though not making it the primary focus of their decision."
91,0,certain,medium,Thought I needed to please V more than work.,3,"The participant explicitly states they 'needed to please V more than work', indicating they did consider their work/boss but prioritized the other person over it. This suggests they cared about potential consequences at work but it was a secondary concern.",8,"The statement 'needed to please V' strongly indicates the participant was highly motivated by the other person's mood/trust. The word 'needed' suggests a strong feeling of obligation or desire to maintain V's trust, placing this as their primary motivation.",0,"There is no mention or indication that the participant considered the certainty of the other person's trust in their decision-making process. The response focuses solely on prioritizing pleasing V over work obligations, without any reference to how certain V was about their trust."
54,0,uncertain,medium,When Y was unhappy I tried to deliver to Y and let the know about it to make them happy again.  I tried to balance the demands of Y and my boss,5,"The participant mentions trying to 'balance the demands of Y and my boss', indicating they gave some consideration to their work responsibilities. However, they don't elaborate on specifically avoiding being late or concerns about upsetting their boss, suggesting moderate rather than high priority on this dimension.",8,"The participant clearly states they 'tried to deliver to Y' specifically 'when Y was unhappy' to 'make them happy again'. This indicates they were highly responsive to Y's mood/trust state and were motivated to improve it, showing they placed significant importance on the other person's emotional state.",0,"There is no mention of considering the certainty of the other person (represented by character color) in their decision-making process. The participant only mentions responding to Y being unhappy, but doesn't reference whether Y was certain or uncertain about their trust level."
48,0,uncertain,medium,"Make G happy, boss will forget I was late",2,"The participant mentions the boss will 'forget I was late', indicating some awareness of potential negative consequences at work, but this seems to be a secondary consideration. The phrasing suggests they believe this issue is minor or temporary, as the boss will simply 'forget' about it, showing relatively low concern about work consequences.",8,"The participant's primary goal is explicitly stated as 'Make G happy', showing that their decision is strongly motivated by the other person's mood/trust. This is mentioned first and appears to be the main driver of their decision, indicating they highly value fulfilling the other person's trust and improving their emotional state.",0,"There is no reference to the certainty of the other person (represented by character color) in the response. The participant doesn't mention anything about whether G is certain or uncertain about their trust, focusing only on making G happy and the boss's reaction. There's no evidence they considered the certainty dimension in their decision-making process."
42,1,certain,medium,Try to please him by showing me going the route or going the route where I deliver it without him knowing.,3,"The participant mentions 'Try to please him,' which suggests some consideration for the boss's expectations, but it's relatively minimal. Their primary focus seems to be on satisfying the other person rather than worrying about being late to work.",8,"The response strongly indicates prioritizing the other person's trust/mood with 'Try to please him' being the primary motivation. The participant is explicitly focused on pleasing the other person, showing high concern for maintaining trust.",6,"The participant considers two different approaches based on the other person's knowledge state: 'going the route or going the route where I deliver it without him knowing.' This suggests they're taking into account the certainty/knowledge of the other person in their decision-making process, offering alternatives based on whether the other person would know about their action."
74,0,immutable,medium,"Y's mood would get bad quickly if I focused on work here, so it was smarter to focus a little more on pleasing Y and make them happy before focusing on work. ",5,"The participant acknowledges a need to focus on work, but chooses to prioritize Y's mood first. They mention 'focusing on work here' and 'before focusing on work', indicating work is important but can be temporarily delayed. This suggests moderate concern about their work obligations, but not overwhelming concern.",8,"The participant appears highly concerned about Y's mood, stating that Y's mood 'would get bad quickly' if they prioritized work. They explicitly choose to 'focus a little more on pleasing Y and make them happy', showing that Y's mood/trust is a primary consideration in their decision-making process.",3,"There is limited explicit reference to Y's certainty level in the response. While the participant mentions Y's mood would 'get bad quickly', suggesting some prediction about Y's reaction, they don't specifically address how certain Y was about trusting them. The statement is more focused on mood outcomes than on Y's certainty about their trustworthiness."
22,0,immutable,medium,Want to regain trust,2,The participant makes no explicit mention of concerns about being late to work or upsetting their boss. Their single-phrase response 'Want to regain trust' indicates that their primary focus is on the relationship with the other person rather than workplace obligations. The low rating reflects that workplace consequences appear to be a minimal consideration in their decision process.,9,"The response directly and exclusively focuses on trust, specifically on wanting to 'regain' it. This suggests that the participant is highly motivated by addressing a perceived trust deficit in the relationship with the other person. The phrase 'Want to regain trust' indicates that trust is the central driving factor in their decision-making, warranting a high rating.",3,"There is no explicit reference to the other person's certainty or uncertainty in the response. However, the desire to 'regain' trust could imply some recognition that the other person's trust stance is somewhat flexible or could be influenced, which might indirectly relate to certainty. This merits a low rating as certainty is not directly addressed, but there's a possible implicit acknowledgment of the other's mental state."
72,0,certain,medium,Same as previous colours strat,0,The participant doesn't mention any consideration about being late to work or upsetting their boss. The response is too vague to determine if this was a factor in their decision-making process.,0,The participant doesn't explicitly mention anything about the other person's mood or trust level. The brief response doesn't provide information about whether this influenced their decision.,3,"The participant mentions 'Same as previous colours strat' suggesting they are using some strategy based on the character colors, which represent certainty in this experiment. While they don't elaborate, this indicates they are at least somewhat considering the certainty aspect in their decision-making process, though the extent is unclear due to the vague response."
25,1,certain,medium,i wanted to make them more happy,0,"The participant makes no mention of their boss, being late to work, or any concern about their work policy. Their response solely focuses on making the other person happier, with no indication they considered consequences related to their job.",9,"The participant's sole motivation expressed is 'i wanted to make them more happy,' suggesting they cared significantly about the other person's mood/trust. Their entire decision appears to have been driven by a desire to improve the other person's emotional state, indicating a high level of consideration for the other person's feelings.",0,The participant's response doesn't mention or imply any consideration of the other person's certainty about their trust. There is no reference to the character color or any indication that the certainty of the other person's feelings factored into their decision-making process.
80,0,immutable,medium,i wanted to keep them ok,0,The participant's response does not mention any consideration of being late to work or concerns about upsetting their boss. Their reasoning is entirely focused on the other person's emotional state.,10,"The participant explicitly states they made their decision based on wanting to 'keep them ok,' indicating their primary (and only stated) motivation was maintaining the other person's positive mood/trust. This suggests they placed maximum importance on the other person's emotional state.",0,There is no mention or indication that the participant considered the certainty of the other person's trust in their decision-making process. The response is solely focused on the mood/emotional state without reference to how certain the other person was about their trust.
88,1,uncertain,medium,"At this stage, it would be worth amending my relationship with Y and risking being slightly late to work.",3,"The participant acknowledges there's a risk of being 'slightly late to work,' suggesting they do care about their work obligations, but they're willing to take that risk. The moderate rating reflects they consider being late as a 'risk' but one worth taking in this situation.",8,"The participant explicitly states they want to 'amend [their] relationship with Y,' indicating they highly value repairing or maintaining trust with the other person. The language 'it would be worth' suggests they see significant value in addressing the relationship, prioritizing it over punctuality.",2,"There's minimal explicit reference to considering the other person's certainty about their trust. The term 'at this stage' could possibly imply some awareness of the current state of the relationship, but there's no clear indication they're factoring in how certain Y is about trusting them."
11,1,uncertain,medium,"If Y was unhappy, I might try to please Y so that he gets happier before the end of the week.",0,There's no mention of being late to work or concern about upsetting a boss in the response. The participant only discusses trying to please Y to improve Y's mood.,9,"The response indicates a high concern for Y's mood/trust. The participant explicitly states they would try to please Y if Y was unhappy, with the goal of making Y happier. This shows significant attention to Y's emotional state as a motivating factor for their decision.",0,There is no indication that the participant considered the certainty of Y's trust/mood in their decision-making process. The response only mentions Y's unhappiness but doesn't reference anything about how certain Y was about their feelings or how this certainty might affect the participant's decision.
45,0,uncertain,medium,"I knew I could make them happy quickly, so I would sacrifice my bosses mood for them.",2,"The participant explicitly mentions being willing to 'sacrifice my bosses mood,' indicating they considered the potential repercussions of being late to work but placed low priority on this concern. They were clearly aware of the boss's mood implications but decided it was worth the sacrifice.",8,"The participant shows strong concern for the other person's mood/trust by stating 'I knew I could make them happy quickly.' This demonstrates that making the other person happy was a primary motivation for their decision, outweighing their concern for their boss's reaction.",4,"There is no explicit mention of the other person's certainty in the participant's response. The phrase 'I knew I could make them happy quickly' suggests some consideration of their ability to affect the other's mood, but doesn't clearly address whether they factored in how certain the other person was about trusting them."
55,1,uncertain,medium,"If G is unsure of me, I still deliver their parcel and am not bothered if they trust me or not - I just want to minimise the effect on my work.",8,"The participant clearly states that they 'want to minimise the effect on [their] work', indicating that their primary concern is about their job and potentially being late to work/upsetting their boss. This suggests a high priority placed on work commitments.",2,"The participant explicitly states they are 'not bothered if they trust me or not', showing very little concern for the other person's trust level. They will deliver the parcel regardless of the trust level, but not because they care about the other's mood.",6,"The participant specifically mentions 'If G is unsure of me', indicating they are considering G's certainty level in their reasoning process. They recognize G's uncertainty but decide it doesn't change their behavior. This shows moderate consideration of certainty in their decision-making."
40,1,certain,medium,"If they're less trusting of me, I'm more likely to just try to get to work on time.",7,The participant clearly prioritizes getting to work on time when the other person is less trusting. This suggests a relatively high concern for their work obligations and not upsetting their boss.,8,The participant explicitly bases their decision on the trust level of the other person ('If they're less trusting of me...'). This indicates they are highly attentive to and influenced by the trust/mood of the other person.,0,The participant makes no mention of the certainty factor (represented by character color) in their decision-making process. They only refer to the trust level without any indication that they considered how certain the other person was about their trust.
89,0,uncertain,medium,I didn't care about his mood because I knew he wouldn't see me.,0,The participant does not mention any consideration about being late to work or upsetting their boss. There is no reference to work-related concerns in their response.,0,"The participant explicitly states 'I didn't care about his mood,' indicating they did not factor the other person's trust or mood into their decision making process at all.",0,"While the participant mentions 'I knew he wouldn't see me,' this doesn't indicate they considered the other person's certainty level. Instead, it suggests they were focused on whether their action would be observed at all, not the other person's state of certainty about their trustworthiness."
79,0,immutable,medium,"I tried to please both but when the face of G was looking concerned, I tried to make sure they knew their products were delivered.",5,"The participant mentions trying to 'please both', suggesting they were somewhat concerned about balancing work obligations (not being late) with helping G. However, they don't specifically mention worry about upsetting their boss or the consequences of being late, so they appear to have moderate concern about work policy.",8,"The participant explicitly states they paid attention to when 'the face of G was looking concerned' and adjusted their behavior accordingly to ensure G knew their products were delivered. This shows high consideration for G's mood/trust, actively trying to reassure G when they appeared concerned.",2,"The participant doesn't explicitly mention considering the certainty of the other person (which would be represented by character color). They only mention responding to the facial expression (mood/trust), suggesting very little consideration of the certainty dimension in their decision-making process."
75,0,certain,medium,I would typically choose path A that way they would become happier.,0,There is no mention of concern about being late to work or upsetting the boss. The participant focuses entirely on making the other person happier without any consideration of work consequences.,9,"The participant explicitly states they would 'choose path A that way they would become happier,' indicating a strong consideration of the other person's emotional state. Their decision is entirely based on improving the other person's mood, suggesting high importance placed on the other's trust/mood.",0,There is no mention or consideration of the certainty aspect (character color) in the participant's response. They only mention wanting to make the other person happier without any reference to how certain the other person was about their trust.
43,0,uncertain,medium,Impression is unlikely to change so would focus on work,9,The response clearly prioritizes work obligations over helping the other person. The statement 'would focus on work' suggests a strong commitment to not being late to work and potentially upsetting their boss.,2,"The participant acknowledges the other person's trust/mood ('impression') but explicitly states they would not prioritize it, suggesting very little weight given to the other person's feelings in their decision-making process.",4,"The phrase 'Impression is unlikely to change' suggests some consideration of the certainty aspect - they recognize that the other person's opinion is relatively fixed or certain. However, they don't explicitly mention certainty as a factor in their decision, but rather use this observation to justify focusing on work instead."
52,1,immutable,medium,"I was pretty sure my actions would notimpact Y so would focus on work - within the context of delivering the item on 3 days of the week,",8,"The participant indicates a strong focus on work with the statement 'would focus on work.' They clearly prioritize their job responsibilities over delivering the item, suggesting they are very concerned about being late and potentially upsetting their boss.",2,"The participant shows very little concern for the other person's mood/trust. They explicitly state 'I was pretty sure my actions would not impact Y,' indicating they don't believe their decision would affect the other person's emotional state or level of trust, so there's little consideration given to this aspect.",5,"The participant makes reference to being 'pretty sure' about the impact of their actions on Y, which acknowledges some level of certainty assessment. However, they don't explicitly discuss how the certainty of the other person factored into their decision. The phrase 'within the context of delivering the item on 3 days of the week' might imply some consideration of the scenario parameters, which could include certainty, but it's not clearly articulated as a decision factor."
51,1,uncertain,medium,"May or may not deliver, depending on time of week",7,"The participant's response indicates they are primarily concerned with their work obligations, making the decision conditional on the 'time of week,' suggesting they would prioritize not being late to work on busier work days. This shows a significant consideration for their professional responsibilities and potential consequences from their boss.",3,The participant makes no explicit mention of the other person's mood or trust level in their decision-making process. The statement 'may or may not deliver' shows some willingness to help but doesn't indicate that the other person's trust is a major factor in their decision.,0,There is no indication that the participant considered the certainty level of the other person in their decision. Their response is based solely on their own schedule constraints ('time of week') rather than any characteristics of the other person's certainty about the trust.
63,0,certain,medium,His uncertainty about whether I am trustworthy compelled me to prioritise Y more,0,The participant does not mention any concern about being late to work or upsetting their boss. There is no reference to work consequences in their reasoning.,8,"The participant implies they prioritized Y (likely the delivery task) based on the other person's trust concerns. The statement suggests they were motivated by addressing the other person's trust issues, indicating high importance placed on the other's trust.",10,"The participant explicitly mentions the other person's 'uncertainty about whether I am trustworthy' as the compelling factor in their decision. They directly state that the uncertainty influenced their prioritization, demonstrating they fully considered the certainty dimension in their decision-making process."
37,1,certain,medium,V didn't appreciate when I did what they wanted. I tried to keep their mood neutral.,3,"The participant mentions trying to maintain V's 'neutral' mood, but makes no direct reference to concerns about being late to work or upsetting their boss. The low-moderate rating reflects that job considerations seem secondary in their thinking, though not completely absent since they're framing their decision in terms of what they 'did' for V, suggesting some action was taken with potential consequences.",7,"The participant explicitly states they were trying to 'keep their mood neutral' and mentions that 'V didn't appreciate' their action. This indicates they were significantly concerned with V's mood/trust and how their actions affected it. They seem disappointed that their efforts weren't appreciated, suggesting they valued maintaining V's trust.",2,"There's very little indication that the participant considered the certainty of the other person. The statement focuses on the outcome of their action and V's mood, but doesn't mention anything about how certain V was about trusting them. The phrase 'tried to keep their mood neutral' suggests they were responding to the mood/trust aspect rather than the certainty aspect."
46,1,certain,medium,unsure is okay so I choose instinctively what to prioritise.,4,"The participant mentions choosing 'instinctively what to prioritise,' which implies some consideration of different factors, potentially including work obligations. However, they don't explicitly mention being concerned about lateness or the boss, so a moderate-low rating is appropriate.",6,"When the participant says they 'choose instinctively what to prioritise,' in the context of this study, they are likely referring to weighing the other person's need/trust against other considerations. The response suggests they are making some judgment based on social factors, which would include the other person's trust level.",7,"The participant directly refers to the uncertainty factor with 'unsure is okay,' indicating they are explicitly considering the certainty of the other person in their decision-making process. They seem to be stating that uncertainty doesn't prevent them from making a decision based on their instincts, showing clear awareness of this dimension."
20,1,certain,medium,Nothing to be gained,7,"The response 'Nothing to be gained' suggests a strong pragmatic calculation that focuses on personal costs (like being late to work and potentially upsetting their boss) versus benefits. It indicates they see no advantage in performing the favor, which implies they're prioritizing their work responsibilities significantly.",3,The participant's response shows minimal consideration of the other person's trust or mood. 'Nothing to be gained' suggests they're viewing the interaction primarily through a transactional lens rather than focusing on the other person's feelings or building trust. They may have registered the other's mood but didn't weight it heavily in their decision.,2,There's little evidence that the participant considered the certainty of the other person's trust. The phrase 'Nothing to be gained' focuses on outcome rather than the certainty of the other person's expectations. The response doesn't reference or acknowledge the certainty variable represented by character color.
10,1,immutable,medium,G already doesn't trust me so it would be better to take path A,2,The participant shows minimal concern about being late to work or upsetting their boss. There is no mention of work consequences or the boss's reaction in their decision-making process. They focus entirely on the other person's trust level.,8,"The participant's decision is clearly driven by their perception of G's trust level ('G already doesn't trust me'). This indicates they are highly attuned to and concerned about the trust dimension, making it the primary factor in their decision.",0,There is no indication that the participant considered the certainty of G's trust level in their decision. They only reference the trust itself ('doesn't trust me') without any acknowledgment of how certain or uncertain G might be about this trust assessment.
93,1,immutable,medium,V was most responsive and could not be disappointed a lot.,0,"The response does not indicate any consideration or care about being late to work or upsetting their boss. There is no mention of work, the boss, or potential consequences of being late.",8,"The participant states that 'V was most responsive and could not be disappointed a lot,' indicating they were highly concerned with V's mood/trust. The reference to V not being 'disappointed a lot' suggests the participant considered V's emotional response to their actions, which relates directly to trust considerations.",2,"There is minimal evidence that the participant considered the certainty of the other person. The mention of V being 'most responsive' could potentially relate to certainty (perhaps implying V's consistent behavior), but this connection is weak and indirect. The response primarily focuses on V's emotional state rather than V's certainty about trusting the participant."
67,1,immutable,medium,He's always unhappy might as well go straight to work,8,"The participant chose to 'go straight to work', indicating a high concern for their professional responsibilities and not being late, prioritizing their boss's expectations over the favor.",2,"The statement 'He's always unhappy' suggests the participant noticed the mood/trust of the other person, but didn't seem particularly concerned about it. They seem to dismiss the other person's unhappiness as a constant state rather than something they could influence positively.",0,There is no indication that the participant considered the certainty of the other person's trust. The response doesn't mention or allude to how certain/uncertain the other person was in their trust assessment.
30,0,certain,medium,I felt Y was sensitive to positive action and so from this state i feel it would be worth it to please them,3,"The participant doesn't explicitly mention consideration for being late to work or upsetting their boss. The phrase 'it would be worth it' implies some trade-off, suggesting they recognize there is some cost (possibly being late), but they don't directly express concern about the boss or work consequences.",8,"The participant explicitly mentions Y being 'sensitive to positive action' and feeling that 'it would be worth it to please them', showing strong consideration for Y's mood/trust. They seem to be making their decision primarily based on pleasing Y and maintaining their trust.",2,"There is no explicit reference to Y's certainty in the response. The phrase 'from this state' might vaguely allude to the current condition of Y (which could include certainty), but it's not clear that the participant is specifically considering how certain Y is about trusting them."
32,1,uncertain,medium,"On my quiz, V was gone from home, so there was no emotion involved. I split route and dropped it off as to not be rude, even if I wouldn't be judged. ",7,"The participant mentions the intention to 'split route and dropped it off' which indicates some concern about not being late to work while still completing the task. They made a compromise rather than fully prioritizing one over the other, suggesting the boss/work obligation was important but not all-consuming.",5,"The participant states 'so there was no emotion involved' and that they dropped off the item 'as to not be rude,' suggesting a moderate level of concern about social obligation rather than responding to the other person's mood/trust specifically. They were motivated by general politeness rather than the other's emotional state.",2,"The participant explicitly mentions 'even if I wouldn't be judged,' suggesting they were aware the other person might not know about their decision, but this played only a minimal role in their decision-making. The fact that 'V was gone from home' further indicates they weren't highly concerned with the certainty aspect as there was no observer present."
92,0,certain,medium,I wanted to build Y's trust in me,0,"There is no mention of the boss or concern about being late to work in the response. The participant's reasoning focuses entirely on building trust with Y, with no consideration of potential consequences for their work or their boss's reaction.",10,"The response explicitly states that the participant's motivation was to 'build Y's trust in me'. This indicates that the participant's decision was entirely driven by consideration of Y's trust, making this a clear 10 on this dimension. The participant appears to have prioritized the relationship and trust-building with Y above all other considerations.",0,"There is no indication in the response that the participant considered Y's certainty about their trust. The response focuses solely on building trust itself, without any mention of whether Y was certain or uncertain about this trust. Without any reference to certainty considerations, this dimension receives a 0 rating."
9,0,certain,medium,"Here is when I would need to focus on pleasing V in order to achieve balance, especially if we were past the halfway point of the week.",3,"The participant mentions a need for 'balance', which suggests some concern about work (boss), but it's not the primary focus in their decision-making. The reference to 'pleasing V' as a priority indicates that the boss's displeasure is a secondary consideration.",8,"The participant explicitly states they would 'focus on pleasing V', indicating they place high importance on the other person's mood/trust. This appears to be their primary consideration in the decision-making process.",5,"The participant mentions 'especially if we were past the halfway point of the week', which suggests some conditional thinking that might relate to certainty, but it's unclear if this is directly addressing the certainty representation (character color). They seem to be considering timing factors rather than explicitly addressing certainty of trust."
87,1,immutable,medium,As they were sad I tried to please them.,0,The participant does not mention any concern about being late to work or upsetting their boss. Their response is entirely focused on the other person's emotional state.,8,The participant explicitly states they were motivated by the other person's sad mood ('they were sad') and their desire to please them. This indicates a high level of care about the other person's emotional state/trust.,0,There is no mention or indication that the participant considered the certainty of the other person in their decision making. They only reference the emotional state (sadness) without any reference to how certain the other person was about their trust or feelings.
7,1,certain,medium,V confused me the most because they were more resistant to changing their mind.,0,The participant does not mention any consideration about being late to work or upsetting their boss in their response. The focus is entirely on the other character's characteristics.,4,"The participant mentions resistance to changing mind, which could be related to the trust aspect. They appear to be considering the other person's state, but the statement is quite brief and doesn't explicitly mention trust or mood, only confusion about the character's resistance to changing their mind.",7,"The participant directly references the character being 'more resistant to changing their mind,' which indicates they were paying attention to how certain or fixed the character's state was. This suggests the participant was considering the certainty dimension as a key factor in their confusion, explicitly noting the character's resistance to change."
6,0,immutable,medium,in the middle of pleasing V and pleasing boss,5,"The participant explicitly states they are 'in the middle of pleasing V and pleasing boss,' indicating that concern about the boss and being late to work is one of two equal considerations. This balanced approach suggests a moderate level of concern about upsetting their boss.",5,"The phrase 'in the middle of pleasing V' indicates that the participant is considering V's trust/mood as part of their decision-making process. Since they describe it as being in a balanced state with pleasing their boss, this suggests a moderate level of concern about V's trust.",0,"There is no explicit mention of considering V's certainty about their trust. The response only mentions balancing between pleasing V and pleasing their boss, without any reference to how certain V might be about their feelings or expectations."
61,1,certain,medium,"My focus slightly changed but, he was still on neutral reaction so I wanted to balance between pleasing my boss and Y. I delivered few items and then not delivered few items.  ",5,"The participant indicates they wanted to 'balance between pleasing my boss and Y', suggesting they were moderately concerned about their boss's reaction. They mention a balanced approach where they 'delivered few items and then not delivered few items', indicating that being late to work was a consideration but not an overriding concern.",5,"The participant mentions that Y 'was still on neutral reaction', suggesting they were paying attention to Y's mood/trust level. Their decision to deliver 'few items' rather than none indicates they cared somewhat about maintaining Y's trust, but the balanced approach suggests moderate rather than high concern.",2,"There is minimal explicit indication that the participant considered Y's certainty in their decision-making process. While they mention their 'focus slightly changed', there's no clear reference to considering how certain Y was about trusting them. Their decision seems more influenced by balancing boss concerns and Y's neutral mood rather than Y's certainty."
59,1,certain,medium,They aren't angry so I would deliver just not speedily,4,"The participant shows some concern about the delivery, noting they 'would deliver' but 'not speedily'. This suggests they are balancing the delivery task with other priorities (likely work/boss concerns) by choosing a middle-ground solution, but they don't explicitly mention concern about lateness or their boss.",6,"The participant directly references the other person's emotional state ('They aren't angry') as the primary justification for their decision to deliver, indicating they are making their choice based on the other person's mood/trust level. This shows clear consideration of the trust dimension.",0,There is no indication the participant considered the certainty of the other person's trust. They only mention the mood state ('not angry') but make no reference to how certain/uncertain the other person might be about their feelings or expectations.
